index,time,conversation
2261,14:20, yeah I have total 12345 as well yeah I wanted to touch three of them but he did not completely destroy any of the boat
2262,14:25, yeah well but now you destroy mine
2263,14:27, And Australian ready
2264,14:33, You destroyed one of mine
2265,14:36, Yes I know when I hear that NASA
2266,14:41, Okay it's my turn again
2267,14:44, Know isn't what is your
2268,14:46, I think I might
2269,14:56, Okay it's your turn
2270,15:01, No way
2271,15:05, Okay
2272,15:07, is still yet
2273,15:13, I think I understood kind of
2274,15:16, Because there are five dots
2275,15:20, yeah I just typed for one more I think
2276,15:35, This one again
2277,15:43, If that's my fault but
2278,15:47, I think
2279,15:49, It has tried to have them
2280,15:56, Bring
2281,16:00, You back play again
2282,16:02, newbie i'm going to be
2283,16:04, The head
2284,16:06, Is your turn
2285,16:07, My turn okay
2286,16:37, Stop recording and get off the zoom meeting and voice recording
2287,16:38,So
2288,16:41, The recording is available
2289,00:01, howdy
2290,00:08, How are you
2291,00:10,yeah
2292,00:14, yeah nice good
2293,00:23, yeah I like me or you can play two games like that though and
2294,00:25, yeah dots box escape
2295,00:28, yeah Let me share my screen
2296,00:29,Okay
2297,00:32, Now what is your major
2298,00:35, i'm from engineering
2299,00:38, and
2300,00:45, Do you know the rules of the scale
2301,00:48, Your revenue by your experienced
2302,00:50, yeah I know
2303,00:55, Okay then shall we go directly to the king
2304,00:59, yeah it's tic TAC toe right we have to draw symbols
2305,01:06, Yes yeah Is it the same the Muslim same row column then that player wins right
2306,01:07,Yes
2307,01:09, Okay
2308,01:24, yeah
2309,01:25, yeah
2310,01:26, yeah sure
2311,01:45,yeah
2312,02:56, yeah
2313,03:41, Yes
2314,03:49,yeah
2315,03:52, yeah
2316,03:57, The rules and regulation of this game
2317,04:06, They will be doors and we need to draw lines join the
2318,04:07, dots right
2319,04:10, Yes we're hoping that position they will
2320,04:13, get one
2321,04:14, Yes
2322,04:16,yeah
2323,04:36, yeah
2324,05:43, can complete
2325,05:50, Stop screen sharing
2326,05:51,yeah
2327,05:54, Stop the recording Thank you
2328,05:57, yeah Thank you so much it's nice to
2329,05:58,Show
2330,06:02, My vertical bye
2331,00:01, i'm good how about you
2332,00:16, yeah fine how was your day today
2333,00:24, All good
2334,00:27, yeah it's fine
2335,00:30, everything's okay SF know
2336,00:34, What courses you take other than these
2337,00:39, numbers of a software looking for a
2338,00:43, Oh oh so you are a gun
2339,00:44, No yes
2340,00:48, I put into an example of being able to instill a sense
2341,00:49, Say okay
2342,00:52, Well computer engineering
2343,00:55, yeah i'm completely
2344,00:58, Let me share my screen
2345,01:07, Okay first we can play the datsun boxes are you aware of the rules of these games
2346,01:08, yeah yes I am
2347,01:10, Okay so
2348,01:14, Similar in so that I can enjoy
2349,01:19, able to see my screen
2350,01:21, Yes
2351,02:14, i'm not able to see your choice
2352,02:18, I didn't get any link
2353,02:20, You can see in chat zoom chat
2354,02:22,Okay
2355,02:44, Sorry
2356,03:29, Thank you
2357,03:39, Thanks
2358,03:43, again
2359,03:46, You can go for
2360,04:11, yeah
2361,04:13, yeah
2362,04:15, So taking
2363,05:09, Let me stop my
2364,05:11, screen
2365,05:14, Stop recording
2366,00:01, Okay so
2367,00:11, So in computer science
2368,00:14, Ai was your major
2369,00:18, Mine is computer wings first of all I am turned into a
2370,00:26, Computer Okay so this is your second semester on the first semester
2371,00:31, No it's my first semester like I knew
2372,00:38, Okay so did you do your undergraduate study in computer science
2373,00:43, Know mine is from completely different like electronics and communication engineering
2374,00:48, Now i'm like but I have okay it's printing what are you
2375,00:50, wow
2376,00:54, I have bachelor email information system
2377,00:55, So I
2378,00:57, got some programming
2379,00:59, Really
2380,00:59,yeah
2381,01:06, And I also have a degree in business analytics so
2382,01:11, semester IV graduate like
2383,01:12,May
2384,01:19, yeah I guess the game now on so this game
2385,01:27, Do you want to start a game first I start first is a slippery light and
2386,01:45, So when is one out on we can only connect the
2387,01:45,so you denied it connected up and now who ever like completeness Square and you need to die in your initial inside a square and then you will have another term
2388,01:48, Okay okay well
2389,01:53, Go now that looks good now let's stop playing the game
2390,01:56, I just go ahead and start posting in
2391,01:59, The chat I started first
2392,02:00, You want to stop
2393,02:02, Okay Okay you can start you can start
2394,02:03,To
2395,02:05, Show
2396,02:10, Like okay it's your time now
2397,02:11,Okay
2398,02:18, Oh my God
2399,02:20, You have click on and I
2400,02:24, think you need to delete this one what is this
2401,02:25, Really the balls
2402,02:28,Okay
2403,02:30, Okay like
2404,02:32, i'm lying
2405,02:33, yeah it is
2406,02:35, it's so
2407,02:37, Ladies
2408,02:40,Okay
2409,02:42, Yes and now connected
2410,02:44, yeah
2411,02:50, Okay so your lies and now I will
2412,02:55, My lines going some neck is your turn
2413,02:58, Okay
2414,03:08, Okay my
2415,03:15, God
2416,03:19, Oh wait sorry wait
2417,03:21, You have to delete
2418,03:23, A good
2419,03:26, Okay so I go and your turn
2420,03:37, here
2421,03:42, Yes well we blame Java to so many different emotion that new good
2422,03:47, Well you need to different emotions
2423,03:51, So now i'm going to make you angry
2424,03:53, Okay now it's my son
2425,03:54,Because I
2426,04:00, ended imitate like the emotion for our ribbon gave us look why I always smile
2427,04:04, Okay
2428,04:08, yeah
2429,04:14, Okay I would take the next one okay it's you
2430,04:17, it's your time
2431,04:17,yeah
2432,04:25, Okay then I go in your turn again
2433,04:29, You make some also pasta
2434,04:31, Oh
2435,04:45, OK
2436,04:45,OK
2437,04:49, So your time
2438,05:04, Sorry sorry so sorry what happened with
2439,05:06, Your turn again
2440,05:09, One minute one minute
2441,05:12, I think after that what
2442,05:19, You put like after the same way to put your thing the piece check that line is there your last move
2443,05:27, Oh my national was here man that man is a corner so is now in your town
2444,05:29, yeah it's here on the right okay
2445,05:31, So
2446,05:37, Okay so i'm gonna go GA by in the other room okay
2447,05:40, Okay it's your time
2448,05:53, That one look like this
2449,05:56, All
2450,05:58, seems interesting
2451,06:01, Okay it's your turn
2452,06:02, Oh my God
2453,06:04, I know
2454,06:08, No I have no most seems
2455,06:16, yeah I think I can make one know
2456,06:19, Whatever i'm putting a that you will get
2457,06:21, Okay
2458,06:27, we're so did you go
2459,06:30, This one
2460,06:35, thing I thought is already there
2461,06:38, No this one from this to that
2462,06:43, um was one that you go
2463,06:46, We can't hear you
2464,06:51, know I could just put line from here to this point
2465,06:56, 323 can see
2466,07:01, Okay so now I see is look I have no idea whoo
2467,07:09, let's see you go to you go this is this look on you gonna win
2468,07:12, No I don't want to go
2469,07:21, see this this this hour now so and you're going to win them that's Okay I was in the game this way
2470,07:30, Okay
2471,07:36, Actually i'll take it you're having enough but you missed it
2472,07:37, Okay
2473,07:42, Okay let me put my name here
2474,07:45, No again because whoever
2475,07:48, Actually please don't
2476,07:49, Know don't
2477,07:56, don't use the most when i'm playing because it's kind of disturbing me my
2478,08:01, Okay
2479,08:05, yeah because when you complete the square you have
2480,08:10, moved so that means look like you're gonna blow
2481,08:11,Yes
2482,08:16, So you used to have another movie but you just let us
2483,08:24, know you can also actually it's not I think that won't be any rules you can also pay
2484,08:27, If it's my turn my turn is completed now it's open
2485,08:40, Yes I mean like your tone and you complete the square and you will have an extra room if you can wait a square you will have extra moves on is your turn it
2486,08:43, Is the truth we have extra money
2487,08:49, Every time you complete where you will have extra tone you will have another one
2488,08:52, Yes this one is say in
2489,08:55, three
2490,08:57, Okay
2491,09:02, Yes so then you have another move that ya
2492,09:06, know if I start I even I am the one who is playing all the game made
2493,09:13, If it is like that i'm the one who will play all the moves right
2494,09:15, Yes
2495,09:18, It says every time we
2496,09:25, Like whoever complete the square have another extra room
2497,09:30, So you can feel
2498,09:34, When God is now I did so again if you have an external
2499,09:40, Now now you have another move just keep going until you can complete the square
2500,09:45, know if except as I will complete my thing entirely myself only right
2501,09:53, Okay
2502,10:00, Okay keep going
2503,10:07, With your to hurry and Venus Venus the game
2504,10:19, yeah faster that way you don't have to time it look like you're gonna go for the whole game
2505,10:21,Yes
2506,10:23, keep going
2507,10:27, I think I can complete dental team
2508,10:30, I know you the link again
2509,10:54, keep going we need to finish this game so we can start on another game
2510,10:57, I think that's it
2511,10:59, that's a that's a
2512,11:02, yeah i'm here I need to stop
2513,11:07, yeah yeah wow you got one more move if you just go eat that you know women
2514,11:12, No that's it because I completed that after that I have
2515,11:13, To do
2516,11:18, You just lay and as a new student one moment you need to go
2517,11:26, Okay that means that wants me to put my initial yes I don't we make a book that one
2518,11:32, Just just like on the other initial and copy and cases
2519,11:35, yeah I completed my mood i'm going to copy and paste
2520,11:39, Okay so now it's gonna be my mood in
2521,11:44, My room
2522,11:49, Going at my Nice on you
2523,11:52, So big
2524,12:06, And then monique when you're gonna win
2525,12:16, So okay and neck will be your time and you have to complete all the other square or
2526,12:19, i'm not able to put okay
2527,12:27, This is a warrior so i'm not mean you can leave audio a square you when I only got one Square and the rest you gotta dress
2528,12:32, Yes
2529,12:35, Okay it must be in between and
2530,12:40, We will play another game so I have a link down
2531,12:44, I need to put J here all of the place called moon it because we know
2532,12:45, Other than
2533,12:50, me I don't think we need to put it in there
2534,12:53, Okay
2535,13:03, And let me see this is another side we can play the game online in his people game
2536,13:05, I oh
2537,13:10, Okay so I need to what is your only way to stop stop recording or whatever
2538,13:15, there's one more game we need to play
2539,13:22, Okay yeah let me send the link on it yet so we can go to that website and play another game
2540,13:27, So click on that link people games up not idle
2541,13:27,Okay
2542,13:37, which won the game name what is a gaming
2543,13:49, Is has four game on that website it's just a matter of tic TAC toe connect so I say play tic TAC toe because his pass this is going to play
2544,13:51, tic TAC toe
2545,14:02, Okay click on that game and you have to invite me so like frame frame
2546,14:08, Okay
2547,14:19, So yeah you have to copy the link and post the link on it yeah
2548,14:20, Okay okay
2549,14:23, yeah put that link on idea
2550,14:50, Okay so i'm gonna
2551,15:01, Okay 321
2552,15:02,rules
2553,15:09, So maybe i'm the one who stopped by the
2554,15:19, shot you're the one who stopped okay well let me click on anything we've done so probably you are the one who stopped first
2555,15:20, Okay
2556,15:22, So I stopped
2557,15:24, Yes
2558,15:28, Okay
2559,15:31, So again
2560,16:06, So does the time so we're now
2561,16:09, Recording
2562,16:13, Recording now
2563,16:15, Should I stop sharing and stop the
2564,16:16,morning
2565,16:20, Let me stop the recording and please wait
2566,16:25, yeah so now we need to get our zoom meeting so
2567,00:07,How are you
2568,00:08,i'm good how are you
2569,00:10,i'm fine
2570,00:15,yeah not that great how was yours
2571,00:19,me
2572,00:19,When
2573,00:25,I get it
2574,00:28,Okay shall we start again
2575,00:29,yeah sure
2576,00:31,Okay let's listen
2577,00:31,First we can play
2578,00:31,seniors check
2579,00:31,check
2580,01:18,One second I think my ad Blocker is on I need to disable it
2581,01:50,Okay
2582,01:52,Do I need to click the play button
2583,01:53,Yes
2584,02:25,Okay
2585,02:30,So Are you familiar with this game go straight
2586,02:34,Curry
2587,02:36,So Are you familiar with this game schools right
2588,02:40,yeah
2589,03:07,So you can play one more game
2590,03:07,Are you familiar with this datsun boxes
2591,03:27,boxes
2592,03:27,yeah
2593,04:01,you're ready
2594,04:52,yeah
2595,14:23,So you're going to record a video right.
2596,14:23,Hi. Hi Chris. How you doing okay.
2597,14:23,Okay so be playing this square game. And the way it goes is that you just have to play and tried to get a whole full square.
2598,14:24,And well as soon as you make a square your initials and that's how the game goes.
2599,14:24,Okay okay.
2600,14:24,No. No dad no no no no badness so you can do that has to be sides open now window devils.
2601,14:24,All right you go first.
2602,14:24,Yeah we can go first this one.
2603,14:24,Have you gone back to Nigeria and retired recently.
2604,14:24,Yes I went there just before Kobe.
2605,14:24,Well yeah Yeah.
2606,14:24,How they do with Cody.
2607,14:24,This is a little bit better over there.
2608,14:25,Yes from here to here. I'm not sure why but yeah they are doing. Actually a lot better. Oh wow.
2609,14:25,Yeah well he's only sprouting because the population is much more younger than here.
2610,14:25,You have your choice and everything was okay over there would you rather live over there here which one.
2611,14:25,Oh yeah of course home is home you know are our best to at home.
2612,14:25,But you know the opportunity is limited over there. So I'm here
2613,14:25,hopefully maybe one day you're there might be a little bit better globally as opposed to just here.
2614,14:26,Yeah I hope so too.
2615,14:26,What I'm me realistic kind of person and look at how things are going.
2616,14:26,And you know the the Nigeria that I grew up in is a lot better than one that will have today.
2617,14:26,So I don't know we're just hoping
2618,14:26,definitely would spread goes to a global economy pretty soon.
2619,14:26,It would be nice or think I'm very interested in stuff like of course everybody is like blockchain and how that's gonna play out.
2620,14:26,Yeah.
2621,14:26,Definitely move things out of the hands of government and into the people.
2622,14:26,Oh yeah.
2623,14:27,Sometimes government is problem
2624,14:27,nearly always in the development some aspect of that through.
2625,14:27,What's the phone call.
2626,14:27,It's kind of like wheat germ and it's it's kind of almost like almost like no but it's not you eat it with with your food.
2627,14:27,Oh yes course very popular right it's called Foo Foo it.
2628,14:27,Yeah.
2629,14:27,I don't know if you've heard of
2630,14:27,thing called cassava Just like our potatoes.
2631,14:27,But it has more.
2632,14:28,It has much starch in it.
2633,14:28,Yeah.
2634,14:28,That was interesting. What a fun.
2635,14:28,Yeah that was fun.
2636,14:28,Yes its very common in West African countries.
2637,14:28,Okay cruises seem like the dummy again.
2638,14:28,Sure.
2639,14:28,Yeah it seemed like it.
2640,14:28,Is it my turn. Your turn.
2641,14:28,It's my turn. I just play
2642,14:28,It's my turn. I just play
2643,14:29,Let me just label.
2644,14:29,How do you write it in.
2645,14:29,So I'm guessing this is dead right where it says mine just go down to scribble.
2646,14:29,Okay.
2647,14:29,The carrot the drop down menu from one yes yeah see.
2648,14:29,You got one more line.
2649,14:30,My
2650,14:30,oh yeah some language shutting people in right.
2651,14:30,Alright so what other games do you want to play.
2652,14:30,Let's try checkers
2653,14:30,back to them.
2654,14:30,Okay. Yes.
2655,14:30,Right.
2656,14:31,Yeah give me a moment let me.
2657,14:31,Okay.
2658,14:31,Your turn first.
2659,14:31,All right. What kind of food do you miss the most.
2660,14:31,Oh fish mostly really.
2661,14:31,Yeah.
2662,14:31,I'm from the part of Nigeria where I'm from. I'm from southern part of Nigeria there's a lot of a lot of water lm from seawater.
2663,14:31,Yeah.
2664,14:31,I'm actually have my family from Louisiana so it's always been a staple in the diet speech.
2665,14:31,Shrimp cranz.
2666,14:32,Yeah.
2667,14:32,How do you decide where you're from.
2668,14:32,I don't know I don't know I don't know how it goes. It's kind of odd here in the United States.
2669,14:32,You know you. There's a lot of regions it's such a big country. So in my in that region Louisiana there's a lot of French people.
2670,14:32,The mom
2671,14:32,from Mexico kind of grew up here in San Antonio and so this.
2672,14:32,But that's my mom and dad.
2673,14:32,I would assume that it's available feel like it should be more like your but it's not really.
2674,14:32,Yeah.
2675,14:32,I'm from both I guess from both areas.
2676,14:32,So
2677,14:33,how do you have you played this game I'm just kind
2678,00:45,I really how are you
2679,00:45,buddy i'm fine how are you
2680,00:45,i'm good
2681,01:05,yeah okay
2682,01:09,let's start the game
2683,01:09,Okay yeah i'm sharing the screen
2684,01:19,Okay video be the experienced player for this game
2685,01:24,yeah
2686,01:25,Okay
2687,01:29,First you have to start then
2688,01:29,third line first two dots
2689,01:35,here
2690,01:42,Third third line I mean third column third row
2691,01:42,Okay
2692,01:48,buster here
2693,01:48,Yes yeah
2694,01:54,yeah beekeeping here
2695,01:54,very long to keep it next
2696,01:54,Next to you horizontally next to that point origin
2697,02:02,Yes yeah
2698,02:04,heal and we do want to keep it next
2699,02:06,summer in the corner of stopping right corner
2700,02:10,yeah
2701,02:10,yeah hot agenda no problem not quite
2702,02:18,ready for that
2703,02:23,No problem yeah This is my next
2704,02:23,hmm same as in the same in the descent left in
2705,02:28,A vertical line you
2706,02:32,know he
2707,02:36,left the Left corner
2708,02:48,Yes
2709,02:55,I think this is your turn right
2710,02:55,huh yeah it's fine
2711,02:55,yeah I will give it to
2712,02:55,me oh you'd have to change that
2713,02:55,yeah
2714,02:55,it's your turn now
2715,02:55,shift over to chain
2716,03:43,it's my alka draw that here there
2717,03:43,huh
2718,03:45,Okay should I put this here
2719,04:08,Okay I think sorry it's my turn it on
2720,04:09,yours
2721,04:10,Okay I really do want to keep me
2722,04:13,In the middle in the middle right up the first two dogs okay
2723,04:14,yeah yours is an extreme
2724,04:19,Next one line
2725,04:20,Yes
2726,04:20,column
2727,04:20,column
2728,04:20,There don't
2729,04:20,Yes
2730,04:36,Third column last two lines vertically downwards yeah word color thorough thorough
2731,04:38,here
2732,04:38,No
2733,04:38,Vertical lines or declines third third last I don't know no no
2734,04:38,Next
2735,04:38,Okay
2736,04:38,We have two parallel red lines right
2737,04:38,Next to
2738,05:00,No no no a dare dare to decide
2739,05:08,he'll
2740,05:08,Know next today
2741,05:08,yeah left no left
2742,05:32,It is
2743,05:32,Fourth column
2744,06:21,know
2745,06:26,This is the fourth column
2746,06:26,From the third
2747,06:30,to left
2748,06:30,Third you don't
2749,06:34,know
2750,06:34,here know
2751,06:44,Up to the Ts that one
2752,06:47,yeah yes
2753,06:51,yeah to keep me
2754,06:51,Okay
2755,06:51,calm
2756,06:51,down
2757,07:15,This is
2758,07:15,me this is
2759,07:15,Okay make it a square and
2760,07:24,one
2761,07:27,This is just
2762,07:27,me
2763,07:35,ready to keep me next
2764,07:39,Top at the top is the
2765,07:47,Horizontal yes
2766,07:49,Your score history my score is too okay
2767,07:51,Well just right to in my boxes and one your booklet is better it's
2768,07:55,Okay it's been in a number
2769,07:55,is one item 345
2770,08:04,and six
2771,08:05,yeah
2772,08:08,Go ahead and make this grid or
2773,08:11,Four by
2774,08:16,six
2775,08:19,yeah
2776,08:19,I think our boats closer seem to laugh
2777,08:36,To keep
2778,08:37,Okay keep dry anyway it's fine
2779,08:39,yeah
2780,08:46,Night
2781,08:54,Night yeah
2782,08:54,Yes
2783,09:16,dvr score his name
2784,09:24,We score is six
2785,09:25,Oh me
2786,09:25,Oh I think i'm living off of this game
2787,09:29,Okay
2788,00:08,Okay stop the screen share should restart the
2789,00:08,Yes
2790,00:08,Okay
2791,00:08,yeah did you start this game
2792,00:08,Yes
2793,00:08,Where do you want to keep me
2794,00:08,There cross
2795,00:08,Is my
2796,00:08,Next to that
2797,00:09,Milk Ross
2798,00:09,died
2799,00:09,yeah
2800,00:09,yeah
2801,00:09,Okay
2802,00:09,You recorded right
2803,00:05,yeah okay well what's your major
2804,00:08,My major is computer science major
2805,00:12,yeah mine is increasing returns to just start the spring or you're the senior
2806,00:16,yeah I am reading a backslash in 2020
2807,00:21,When they join
2808,00:21,us in the spring 2021
2809,00:21,Okay so this is the game
2810,00:30,yeah yeah can I split out a game if a bit
2811,00:33,yeah it's nothing you have to draw a line they'll be fine to five dogs and they think in the middle Oh we have to join two doors
2812,00:37,Of if I joined them first next is your turn
2813,00:37,Okay and who will get sometimes they try they have to try to make a square
2814,00:37,Okay
2815,00:57,If you have done a square then you'll get one more chance to do
2816,00:58,Okay I think bottom game is this amount of they'll give us to Dr
2817,00:58,Thank you
2818,01:07,yeah
2819,01:14,You have someone endings
2820,01:15,yeah
2821,01:17,yeah
2822,01:19,link in the chat
2823,01:53,boxes can
2824,01:53,You share the screen
2825,01:59,yeah
2826,02:02,yeah did you share it
2827,02:03,cheering know
2828,02:07,like this ever changing
2829,02:07,john so sorry for
2830,02:14,yeah you can choose
2831,02:14,Okay i'm ready
2832,02:14,yeah I bought it
2833,02:14,yeah
2834,04:51,yeah
2835,04:52,yeah
2836,04:57,Sharing
2837,05:27,yeah I started the game
2838,05:31,yeah i'm stalking
2839,05:34,Yes
2840,05:57,yeah
2841,05:59,The game yeah yeah
2842,06:08,Nice
2843,06:11,yeah
2844,06:12,Nice
2845,06:12,bye bye
2846,06:12,Just a second stop the recording
2847,06:20,hi
2848,00:03,hi hi
2849,00:03,yeah how are you
2850,00:05,yeah i'm good What about you
2851,00:07,Well done programming assignment
2852,00:12,yeah I haven't completed today
2853,00:14,yeah do you do because of my laptop i'm really sorry for that
2854,00:17,Okay it's Okay but I have done it completed
2855,00:21,let's yeah
2856,00:24,I always
2857,00:30,just leave me with your
2858,00:30,yeah I like to draw
2859,00:37,yeah i'm not doing it
2860,00:37,artist
2861,00:42,Nice my
2862,00:45,Programming assignment help does because one of my teammate is not responding yourself teammate is also
2863,00:49,So yeah we have done to whether they defend my research I contacted you
2864,00:58,yeah I
2865,01:02,still do to this assignment
2866,01:02,yeah
2867,01:08,Oh shall we start the game then
2868,01:09,yeah what we have to do like
2869,01:11,him his game squids
2870,01:15,some thoughts on on that I will draw one line
2871,01:15,And then you're done
2872,01:15,Okay
2873,01:23,Okay
2874,01:25,Oh the person who draws more squares is the winner
2875,01:26,Okay then okay
2876,01:29,yeah
2877,01:29,If you complete van Square and then you'll get one more chance to draw another line
2878,01:33,Okay what I can understand that
2879,01:38,Okay i'll explain you after she
2880,01:41,yeah
2881,01:45,Can you see my screen
2882,01:46,yeah yeah or too dark right
2883,01:48,First
2884,01:51,And the experience player you are the newbie player
2885,01:53,Okay well i'll start the game I keep the line over here
2886,01:53,The next one is us
2887,01:53,Naka de or you can keep a line anywhere
2888,01:53,Okay Kathy the two dots right
2889,02:09,yeah two dots and the next one is mine
2890,02:11,Now
2891,02:14,We have to complete the square to win
2892,02:14,yeah Square and if you complete it if you complete the square by drawing one line
2893,02:17,Then you get
2894,02:22,A chance
2895,02:23,Okay yeah
2896,02:23,Go
2897,02:23,bang bang bang
2898,02:27,yeah I shall we start again
2899,02:29,yeah
2900,02:31,New is mine and red will be worse okay
2901,02:33,Okay then you will be starting the game right
2902,02:36,Yes
2903,02:36,yeah
2904,02:47,Yes
2905,02:47,I will be keep paying the top left with
2906,02:52,This one
2907,02:58,No not the right one
2908,02:59,But tickle tickle
2909,02:59,yeah yeah and
2910,02:59,Then you're going to do
2911,02:59,you're going to complete it then haven't blogged
2912,02:59,Blocking
2913,03:21,Oh
2914,03:22,I would like to draw like the upper one of your square right
2915,03:24,yeah it was if you draw a line here
2916,03:28,Then here then I can complete here it would become a box for me
2917,03:28,How I can get it
2918,03:37,As you have kept this one over here
2919,03:40,is mine and I will be I would become a box and I will be the winner
2920,03:40,But you it's your
2921,03:50,box right
2922,03:50,Here Square
2923,03:54,Square
2924,03:56,yeah but it has to be your clients right
2925,03:56,No it's not like that
2926,04:00,yeah
2927,04:04,It can be us to
2928,04:05,yeah it's next it's your turn where do where do want to give me
2929,04:05,Okay okay okay God God God
2930,04:14,yeah
2931,04:16,The next door yours the horizontal line
2932,04:20,The don was
2933,04:25,In the fourth row yeah
2934,04:27,yeah yeah
2935,04:27,yeah
2936,04:31,yeah
2937,04:43,The third row
2938,04:51,The continuation the vertical line
2939,04:51,here on the vertical one from the top 100
2940,04:51,yeah yeah
2941,04:51,Okay
2942,05:03,you're continuing
2943,05:11,yeah
2944,05:11,The touch with your snow like
2945,05:11,here
2946,05:24,Okay
2947,05:30,take a long time
2948,05:44,What happened
2949,05:47,yeah Can you see the screen
2950,05:47,Now
2951,05:47,i'm making
2952,06:18,My
2953,06:18,yeah sorry sorry my bad
2954,06:32,yeah okay
2955,06:42,go with the
2956,06:42,Top
2957,06:42,Okay yeah
2958,06:51,yeah number two
2959,06:52,Okay
2960,06:52,let's
2961,06:57,go with the
2962,07:05,Second the second or third call
2963,07:05,Here yeah from there to the point yeah
2964,07:05,it's my turn
2965,07:20,Okay
2966,07:21,going to be
2967,07:25,My God
2968,07:25,Okay the last row second point
2969,07:25,For me yeah
2970,07:25,straight line
2971,07:38,No no up
2972,07:39,here
2973,07:44,Oh yeah yeah
2974,07:47,yeah
2975,07:49,I think they're
2976,07:56,going to be tricky
2977,07:57,yeah
2978,07:58,you're done
2979,08:02,Okay
2980,08:04,The second row from third to fourth point
2981,08:04,I can go
2982,08:04,Here no no no oh yeah
2983,08:04,Okay
2984,08:19,Oh my
2985,08:22,yeah let's do it
2986,08:29,Okay then
2987,08:32,The top left turn and the side one yeah
2988,08:32,yeah
2989,08:42,Somebody Square
2990,09:02,Okay
2991,09:05,And then the down one
2992,09:06,yeah
2993,09:09,And it
2994,09:10,would happen
2995,09:10,I don't know
2996,09:18,yeah
2997,09:18,yeah and the Dom until and the next one
2998,09:20,yeah
2999,09:24,and the next one
3000,09:27,yeah I think that
3001,09:28,you're done you have to give the next one
3002,09:28,Oh I have to get there
3003,09:33,Oh my God
3004,09:33,Okay
3005,09:33,The last
3006,09:33,The last one yeah yeah
3007,09:33,Okay
3008,09:48,Okay
3009,09:49,yeah
3010,09:52,score is six
3011,09:52,Okay
3012,10:04,My school is one month
3013,10:07,Right yeah
3014,10:11,i'm done with my time it's
3015,10:14,OK
3016,10:16,OK
3017,10:16,Now i'm going to
3018,10:16,Okay the last right corner room yeah vertical line
3019,10:16,yeah I have give you another chance oh yeah go
3020,10:16,Okay
3021,10:16,come to the two squares
3022,10:16,yeah
3023,10:53,You asked
3024,10:55,Oh my God my story
3025,10:57,My God I thought okay i'm going to do
3026,10:57,it's my
3027,11:14,it's my turn towards
3028,11:17,The
3029,11:19,Top the first one right side talk
3030,11:23,No no no the last one yeah vertical line yeah
3031,11:23,You have for lunch room
3032,11:23,So yeah then go
3033,11:23,yeah yeah
3034,11:48,Okay
3035,11:50,well
3036,11:52,My score is low
3037,11:52,yeah my score is six
3038,11:57,name
3039,11:57,became my class
3040,12:05,Okay I think I had one game
3041,12:09,Okay we have to
3042,12:11,divide screen and i'll draw those tackling
3043,12:15,Can you see my screen
3044,12:15,Sorry for the different
3045,12:40,yeah I
3046,12:41,Can you see my screen now have
3047,12:43,A bad actor
3048,12:46,Then I will be the winner
3049,12:49,And it's you and me one game one game
3050,12:52,yeah
3051,12:55,yeah
3052,13:33,you'd like to go
3053,13:37,Yes
3054,13:39,Would you like to start again
3055,13:44,yeah
3056,13:46,yeah
3057,13:50,what's happening
3058,13:56,yeah okay all right one oh right right on yeah oh
3059,13:56,Okay
3060,13:56,we're gonna keep it to
3061,14:09,Then i'm going to be
3062,14:12,Oh
3063,14:12,yeah okay
3064,14:12,I know
3065,14:12,yeah it's done
3066,14:36,yeah then with these
3067,14:36,Good evening
3068,14:36,Okay yeah
3069,14:36,I think gleaner
3070,14:36,fun one game you are living on for another gambino
3071,14:36,Name i'm the experience and second me and you are the experienced
3072,14:36,Why have a session is done
3073,14:36,All the best for this for this subject
3074,14:36,yeah
3075,15:04,hey David I have to stop the recording
3076,15:10,heidegger how are you
3077,00:04,yeah i'm
3078,00:06,Good Thank you
3079,00:09,yeah okay well what's your goals
3080,00:10,i'm i'm i'm pursuing my masters in computer science you
3081,00:15,i'm on supposing monsters
3082,00:21,My that's official intelligence
3083,00:21,Oh that's great
3084,00:26,yeah hey did you start this spring
3085,00:28,spring
3086,00:34,theme
3087,00:36,And you yes
3088,00:36,same great
3089,00:39,yeah I was thinking to do some you know specialization Ai but
3090,00:39,yeah
3091,00:49,We started the game then
3092,00:49,Yes yeah
3093,00:53,justice
3094,01:00,Okay
3095,01:02,Can you see my screen now
3096,01:07,Yes yes I can see your screen
3097,01:10,yeah
3098,01:15,First
3099,01:15,Yes okay
3100,01:18,yeah
3101,01:18,Oh you don't do that yes
3102,01:24,Yes
3103,01:28,Yes sorry okay
3104,01:29,it's okay just put the same
3105,01:32,yeah
3106,01:32,Just read this again
3107,01:42,Okay
3108,01:44,Now some issues with my
3109,01:51,yeah
3110,01:51,Okay
3111,01:57,Can you see my screen now
3112,01:58,Yes I can
3113,02:00,yeah
3114,02:02,Yes that someone was shouting in Ireland
3115,02:02,Oh that's okay
3116,02:28,yeah i'll get
3117,02:30,This is
3118,02:30,Okay
3119,02:35,Just one more just joined the line which you which I do first
3120,02:35,Year here
3121,02:42,vertically
3122,02:45,horizontally
3123,02:45,Okay yeah
3124,02:49,Okay good okay
3125,02:51,All right you're done just same either row on the column
3126,02:57,Okay it is a second into our columns can you please join the second and third columns of the first show
3127,03:01,Okay
3128,03:07,Okay that was started forth right
3129,03:10,So I
3130,03:13,OK
3131,03:14,Okay
